1344011706725519361 2020-12-30 04:05:36 +0800 <wMNhyaRVsIOCywu> @GKesarios τα συλλυπητηρια μου να ζησετε για να την θυμαστε.
1343787495318700033 2020-12-29 13:14:39 +0800 <wMNhyaRVsIOCywu> ΠΕΡΙ ΕΝΩΣΕΩΣ ΤΟΥ "ΧΩΡΟΥ"  https://t.co/a6Eu1pWYp6 μέσω @korina13
1337979599641260034 2020-12-13 12:36:09 +0800 <wMNhyaRVsIOCywu> Η ΕΛΛΑΣ ΖΕΙ ΚΑΙ ΘΑ ΝΙΚΗΣΕΙ – ΔΕΛΤΙΟ ΤΥΠΟΥ ΧΡΥΣΗΣ ΑΥΓΗΣ  https://t.co/rTiPKCpSVX μέσω @korina13
1337959246881837056 2020-12-13 11:15:17 +0800 <wMNhyaRVsIOCywu> ΝΤΡΟΠΗ: Σβήνουν τον Συμμοριτοπόλεμο από την Ιστορία (ΒΙΝΤΕΟ)  https://t.co/YbSEpkwxDJ
1337958847277883392 2020-12-13 11:13:41 +0800 <wMNhyaRVsIOCywu> 12 Δεκεμβρίου 1994 – 12 Δεκεμβρίου 2020: 26 χρόνια χωρίς τον Σεβαστιανό Κονίτσης  https://t.co/1cxN4W57qD
1337957033363038210 2020-12-13 11:06:29 +0800 <wMNhyaRVsIOCywu> Ο ΗΓΕΤΗΣ ΤΟΥ ”ΟΧΙ” Σαν σήμερα ”έφυγε” ο Τάσσος Παπαδόπουλος  https://t.co/fU370ieG9h
1337955943582195713 2020-12-13 11:02:09 +0800 <wMNhyaRVsIOCywu> Μήνυμα από τις Φυλακές Δομοκού Του Ν. Γ. Μιχαλολιάκου  https://t.co/kV5yc1IFpB
1337954705549520897 2020-12-13 10:57:14 +0800 <wMNhyaRVsIOCywu> Φύση και Ελληνικός Τρόπος Σκέψης  https://t.co/yuW59KhuT3
1337726231727452168 2020-12-12 19:49:22 +0800 <wMNhyaRVsIOCywu> ΠΙΣΤΗ,ΠΑΡΑΔΟΣΗ, ΛΕΥΤΕΡΙΑ ΚΑΙ ΙΣΧΥΣ  https://t.co/GVLwf3gAbw μέσω @korina13
1337713571216699393 2020-12-12 18:59:03 +0800 <wMNhyaRVsIOCywu> ΜΥΘΟΣ ΚΑΙ ΘΡΗΣΚΕΙΑ ΣΤΗΝ ΑΡΧΑΙΑ ΕΛΛΑΔΑ  https://t.co/pC0lF9sE0Q
1337711554486292480 2020-12-12 18:51:02 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα έφυγε ο Βυζαντινός Αυτοκράτορας Νικηφόρος Β’ Φωκάς  https://t.co/fImjemBBki
1337709874520657921 2020-12-12 18:44:22 +0800 <wMNhyaRVsIOCywu> Μήνυμα από τις Φυλακές Δομοκού Του Ν. Γ. Μιχαλολιάκου - Γ.Γ. του Λαϊκού Συνδέσμου Χρυσή Αυγή  https://t.co/7QgctENziy
1337708974758653952 2020-12-12 18:40:47 +0800 <wMNhyaRVsIOCywu> ΜΗΤΡΟΠΟΛΙΤΗΣ ΜΟΡΦΟΥ: ΟΙ ΔΙΕΘΝΕΙΣ ΣΥΝΩΜΟΤΕΣ ΤΗΣ ΝΕΑΣ ΤΑΞΗΣ ΠΡΑΓΜΑΤΩΝ ΕΧΟΥΝ ΕΠΙΒΑΛΛΕΙ ΤΑ LOCKDOWΝ  https://t.co/t9sO0dMCYq
1337706538476167170 2020-12-12 18:31:06 +0800 <wMNhyaRVsIOCywu> ΣΚΥΤΑΛΗ ΗΘΟΥΣ ΚΑΙ ΕΛΛΗΝΟΣΥΝΗΣ  https://t.co/yYmcU1FvCm
1337705540147965953 2020-12-12 18:27:08 +0800 <wMNhyaRVsIOCywu> Δυνατοί μέσω της Αυτογνωσίας  https://t.co/Fh5Xq5wST6
1337703338259881984 2020-12-12 18:18:23 +0800 <wMNhyaRVsIOCywu> Δυνατοί μέσω της Αυτογνωσίας  https://t.co/Fh5Xq5OtKE
1337238943822176265 2020-12-11 11:33:03 +0800 <wMNhyaRVsIOCywu> ΜΗΤΡΟΠΟΛΙΤΗΣ ΜΟΡΦΟΥ: ΟΙ ΔΙΕΘΝΕΙΣ ΣΥΝΩΜΟΤΕΣ ΤΗΣ ΝΕΑΣ ΤΑΞΗΣ ΠΡΑΓΜΑΤΩΝ ΕΧΟΥΝ ΕΠΙΒΑΛΛΕΙ ΤΑ LOCKDOWN  https://t.co/HQaLUUCyUr μέσω @korina13
1337221692217847811 2020-12-11 10:24:30 +0800 <wMNhyaRVsIOCywu> Άγνωστες μορφές του Ελληνισμού: Δημάρατος ο Κορίνθιος  https://t.co/MctQa1RRKd
1337220624624857088 2020-12-11 10:20:15 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα, τον Δεκέμβριο του 2012, άλλη μία παρακρατική επίθεση στα γραφεία της Χρυσής Αυγής στην Βάρδα Ηλείας, από τους χειροκροτητές της επίορκης Λεπενιώτη...  https://t.co/mmNy8T2u0h
1337220178908733442 2020-12-11 10:18:29 +0800 <wMNhyaRVsIOCywu> Περί δραχμής ο λόγος…  https://t.co/OLKtkRyGta
1337132624016453637 2020-12-11 04:30:34 +0800 <wMNhyaRVsIOCywu> ΕΜΒΟΛΙΑΣΜΟΣ | ΟΙ ΠΟΛΕΙΣ ΘΑ ΓΙΝΟΥΝ ΚΕΛΙΑ ΓΙΑ ΤΟΥΣ ΑΡΝΗΤΕΣ  https://t.co/1O3IzsJ48H μέσω @YouTube
1336984153573748737 2020-12-10 18:40:36 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα γεννήθηκε ο Γεώργιος Δροσίνης!  https://t.co/QPfJHmYdEW
1336983755303628807 2020-12-10 18:39:01 +0800 <wMNhyaRVsIOCywu> ΑΡΧΑΙΟΙ ΕΛΛΗΝΕΣ ΦΙΛΟΣΟΦΟΙ ΚΑΙ ΔΗΜΟΚΡΑΤΙΑ  https://t.co/gqqYKD4h4j
1336982694945824769 2020-12-10 18:34:49 +0800 <wMNhyaRVsIOCywu> ΠΛΑΤΩΝ και ΔΗΜΟΚΡΑΤΙΑ  https://t.co/E98XlPA2Ri
1336981583190962177 2020-12-10 18:30:24 +0800 <wMNhyaRVsIOCywu> ΗΡΑΚΛΕΙΤΟΣ και ΔΗΜΟΚΡΑΤΙΑ  https://t.co/Ibwtjy2yHO
1336980450452058113 2020-12-10 18:25:53 +0800 <wMNhyaRVsIOCywu> Πυθαγόρας και Δημοκρατία  https://t.co/LwXfUVE0Oa
1336979149974605824 2020-12-10 18:20:43 +0800 <wMNhyaRVsIOCywu> ΜΗΝΥΜΑ ΕΛΛΗΝΩΝ ΕΘΝΙΚΙΣΤΩΝ  https://t.co/ytdRmNMyDA
1336479417493835784 2020-12-09 09:14:58 +0800 <wMNhyaRVsIOCywu> ΣΕΛΙΔΕΣ ΙΣΤΟΡΙΑΣ  https://t.co/XZH6MvQddL
1336478932497993728 2020-12-09 09:13:02 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα το 2012 οι Τούρκοι ξεκίνησαν την «οικονομική τους εισβολή» στη χώρα μας. Toυρκικός όμιλος εξαγόρασε τη μαρίνα Φλοίσβου!  https://t.co/VBpSl2PWg0
1336478107277070337 2020-12-09 09:09:45 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα τον Δεκέμβριο του 2012, οι χειροκροτητές της επίορκης Λεπενιώτη, έκαναν ανάληψη ευθύνης με απειλές: «Όχι εκτός νόμου, αλλά εκτός ζωής η Χρυσή Αυγή»  https://t.co/x8MTMGKDDv
1336473470125928454 2020-12-09 08:51:20 +0800 <wMNhyaRVsIOCywu> 165.620 Μεγάλα Ευχαριστώ στους Ανυπότακτους  https://t.co/h45VXMzzHC
1336472282772934657 2020-12-09 08:46:37 +0800 <wMNhyaRVsIOCywu> Δεν Λυγίζουμε  https://t.co/fnrQsawgEQ
1336334013766594563 2020-12-08 23:37:11 +0800 <wMNhyaRVsIOCywu> Τους ναζ..οι ΧΑ ΧΑ ΧΑ.  https://t.co/9YDRGYFuTy
1336149767194292228 2020-12-08 11:25:03 +0800 <wMNhyaRVsIOCywu> ΜΗΝΥΜΑ ΕΛΛΗΝΩΝ ΕΘΝΙΚΙΣΤΩΝ  https://t.co/qrEtT48yxu μέσω @korina13
1336007604590538754 2020-12-08 02:00:09 +0800 <wMNhyaRVsIOCywu> ΣΥΓΛΟΝΙΣΤΙΚΟ!!! Προφητεία από το 1990 για ΕΠΙΔΗΜΙΑ του μακαριστού Αυγουσ...  https://t.co/jnDqQwdxz5 μέσω @YouTube
1336000368778604548 2020-12-08 01:31:24 +0800 <wMNhyaRVsIOCywu> "ΣΕΙΣΜΟΙ ΚΑΙ ΤΟΝ ΓΕΝΑΡΗ - 'ΓΕΝΙΚΟΣ ΠΟΛΕΜΟΣ'Η ΤΟ ΑΛΟΓΟ ΣΤΟ ΑΛΩΝΙ Η ΤΟ ΒΟΔ...  https://t.co/IHXhH6uT7w μέσω @YouTube
1335793719824543745 2020-12-07 11:50:15 +0800 <wMNhyaRVsIOCywu> Χρυσή Αυγή για την Ελλάδα, για την Πολωνία, για την Ευρώπη  https://t.co/jloHb1U4kw
1335792545922740225 2020-12-07 11:45:35 +0800 <wMNhyaRVsIOCywu> Εμείς οι Χρυσαυγίτες και η Πατρίδα των ονείρων μας - Άρθρο του Ν. Γ. Μιχαλολιάκου  https://t.co/z25g7yc2aV
1335791438093721600 2020-12-07 11:41:11 +0800 <wMNhyaRVsIOCywu> Επιστολή Συναγωνιστή Α. Ματθαιόπουλου μέσα από τις φυλακές προς το Εθνικιστικό Κίνημα της Πολωνίας  https://t.co/vHfurPfcrw
1335790399261208577 2020-12-07 11:37:03 +0800 <wMNhyaRVsIOCywu> 6 Δεκεμβρίου 1944: Σαν σήμερα αρχίζει η μάχη στο Σύνταγμα Χωροφυλακής Μακρυγιάννη  https://t.co/i8Yte4eeqP
1335786106474917888 2020-12-07 11:20:00 +0800 <wMNhyaRVsIOCywu> 6 Δεκεμβρίου: Γιορτάζει το Πολεμικό μας Ναυτικό  https://t.co/1V5RHEHDEg
1335571258570846209 2020-12-06 21:06:16 +0800 <wMNhyaRVsIOCywu> ΕΘΝΙΚΟΣ ΙΕΡΑΡΧΗΣ ΑΜΒΡΟΣΙΟΣ: ΟΙ ΣΚΟΤΕΙΝΕΣ ΔΥΝΑΜΕΙΣ ΕΔΩΣΑΝ ΤΙΣ ΕΝΤΟΛΕΣ ΚΑΙ Η ΚΥΒΕΡΝΗΣΗ ΜΗΤΣΟΤΑΚΗ ΤΙΣ ΕΚΤΕΛΕΙ!  https://t.co/blvr3rGZEz μέσω @korina13
1335103371938852866 2020-12-05 14:07:03 +0800 <wMNhyaRVsIOCywu> ΤΑ ΔΕΚΕΜΒΡΙΑΝΑ ΤΗΣ ΔΙΑΧΡΟΝΙΚΗΣ ΠΡΟΔΟΣΙΑΣ  https://t.co/GQQzTzDEcs μέσω @korina13
1335101279669018624 2020-12-05 13:58:44 +0800 <wMNhyaRVsIOCywu> ΥΠΕΡΑΝΩ ΟΛΩΝ ΧΡΙΣΤΟΣ ΚΑΙ ΕΛΛΑΣ  https://t.co/a8fdKYlGja μέσω @korina13
1335088389415194625 2020-12-05 13:07:31 +0800 <wMNhyaRVsIOCywu> Όλη η αλήθεια για τον “κόκκινο Δεκέμβρη” του ΄44  https://t.co/uM1BeYeei8
1335083867066261505 2020-12-05 12:49:33 +0800 <wMNhyaRVsIOCywu> Γιορτάζει σήμερα η Αγία Βαρβάρα, προστάτιδα του πυροβολικού μας  https://t.co/aiDzHdCkRV
1334704914099003392 2020-12-04 11:43:43 +0800 <wMNhyaRVsIOCywu> ΔΕΚΕΜΒΡΙΑΝΑ 1944 - ΟΙ ΗΤΤΗΜΕΝΟΙ ΖΗΤΟΥΝ ΝΑ ΞΑΝΑΓΡΑΨΟΥΝ ΤΗΝ ΙΣΤΟΡΙΑ. ΑΥΤΗ ΟΜΩΣ ΣΤΕΦΑΝΩΝΕΙ ΜΟΝΟΝ ΤΟΥΣ ΝΙΚΗΤΕΣ  https://t.co/LqSpSTGZ4L μέσω @korina13
1334697076639363072 2020-12-04 11:12:35 +0800 <wMNhyaRVsIOCywu> Η στάση των ξένων δυνάμεων στα Δεκεμβριανά  https://t.co/qUybB1Kn3c
1334340526309576705 2020-12-03 11:35:46 +0800 <wMNhyaRVsIOCywu> ΕΦΤΑΣΕ Ο ΚΑΙΡΟΣ ΓΙΑ ΠΛΕΡΙΑ ΛΕΥΤΕΡΙΑ ΚΑΙ ΑΛΗΘΙΝΗ ΙΣΧΥ ΕΛΛΗΝΑ  https://t.co/dxqoOQW0q9 μέσω @korina13
1334337317213974528 2020-12-03 11:23:01 +0800 <wMNhyaRVsIOCywu> Γ. Τράγκας: Ο Μητσοτάκης παρουσιάζει υπερβολική αναισθησία! Κλείνει τους Έλληνες στα σπίτια τους, πηγαίνει για ποδήλατο στην Πάρνηθα και φωτογραφίζεται χωρίς μάσκα, ενώ οι ηλικιωμένοι δέχονται πρόστιμα 300 ευρώ -  https://t.co/3Kf3Se8M9M
1334322596620476416 2020-12-03 10:24:32 +0800 <wMNhyaRVsIOCywu> ΧΡΥΣΗ ΑΥΓΗ, ΜΙΑ ΟΙΚΟΓΕΝΕΙΑ  https://t.co/0gORYafWme
1334320756264738817 2020-12-03 10:17:13 +0800 <wMNhyaRVsIOCywu> ΓΟΛΟΝΤΟΜΟΡ – ΤΟ ΑΓΝΩΣΤΟ ΟΛΟΚΑΥΤΩΜΑ ΤΗΣ ΟΥΚΡΑΝΙΑΣ  https://t.co/XNENUM1Xm8
1334318763076939777 2020-12-03 10:09:18 +0800 <wMNhyaRVsIOCywu> ΤΟ ΕΘΝΙΚΙΣΤΙΚΟ ΜΑΣ ΚΙΝΗΜΑ ΔΕΝ ΠΙΠΤΕΙ ΓΙΑΤΙ ΕΙΝΑΙ Ο ΑΕΝΑΟΣ ΠΡΟΜΑΧΟΣ ΤΩΝ ΠΑΙΔΙΩΝ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΦΥΛΗΣ  https://t.co/f1PgIloqsr
1334100216807649281 2020-12-02 19:40:52 +0800 <wMNhyaRVsIOCywu> ΓΟΛΟΝΤΟΜΟΡ – ΤΟ ΑΓΝΩΣΤΟ ΟΛΟΚΑΥΤΩΜΑ ΤΗΣ ΟΥΚΡΑΝΙΑΣ ΑΠΟ ΤΟΝ ΣΤΑΛΙΝ, ΜΕ 7 ΕΚΑΤΟΜΜΥΡΙΑ ΝΕΚΡΟΥΣ!  https://t.co/V5WYBEvvc9 μέσω @korina13
1334091339617726465 2020-12-02 19:05:36 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα στις 1 Δεκεμβρίου 1913 η ένωση της Κρήτης με την Ελλάδα  https://t.co/LgAuDe3Vou
1334090334649847808 2020-12-02 19:01:36 +0800 <wMNhyaRVsIOCywu> Σαν σήμερα: 1 Δεκεμβρίου 1937, ο «φασίστας Μεταξάς» δημιούργησε το ΙΚΑ – Το «συνταγματικό τόξο» φρόντισε να το χρεωκοπήσει…  https://t.co/Gl01nl7pWA
1333826309466845185 2020-12-02 01:32:28 +0800 <wMNhyaRVsIOCywu> ΠΡΟΒΑΤΑ - ΝΟΤΗΣ ΣΦΑΚΙΑΝΑΚΗΣ  https://t.co/Q5m2gARTan μέσω @YouTube
1333632453400031235 2020-12-01 12:42:09 +0800 <wMNhyaRVsIOCywu> @SpartiTeodor Eπισης τεο.
1333631904134926337 2020-12-01 12:39:58 +0800 <wMNhyaRVsIOCywu> Corneliu Zelea Codreanu - 82 χρόνια από τον μαρτυρικό θάνατό του  https://t.co/m704hHiycz μέσω @korina13
1333629050074652675 2020-12-01 12:28:37 +0800 <wMNhyaRVsIOCywu> Ο ΠΟΛΙΤΙΣΤΙΚΟΣ ΜΑΡΞΙΣΜΟΣ ΟΙ ΔΗΛΗΤΗΡΙΩΔΕΙΣ ΡΙΖΕΣ ΤΟΥ (Β’ ΜΕΡΟΣ)  https://t.co/X3IEpxHv7O μέσω @korina13
1333627215834177537 2020-12-01 12:21:20 +0800 <wMNhyaRVsIOCywu> ΥΠΗΡΕΤΑΙ ΤΟΥ ΑΔΙΚΟΥ (ΤΟ ΔΙΚΑΣΤΙΚΟΝ ΚΑΚΟΥΡΓΗΜΑ)  https://t.co/m3MvHdmA9j μέσω @korina13
1333626865857204224 2020-12-01 12:19:57 +0800 <wMNhyaRVsIOCywu> Ο «ΑΘΕΟΣ ΑΓΝΩΣΤΙΚΙΣΤΗΣ» ΤΖΗΜΕΡΟΣ ΧΛΕΥΑΖΕΙ ΤΟΥΣ ΟΡΘΟΔΟΞΟΥΣ ΕΛΛΗΝΕΣ: ΑΝ ΝΟΣΗΣΕΤΕ ΑΠΟ ΚΟΡΩΝΟΪΟ ΝΑ ΝΟΣΗΛΕΥΘΕΙΤΕ ΣΕ ΜΟΝΑΣΤΗΡΙ!  https://t.co/gayBEra5WX μέσω @korina13
1333624351392980998 2020-12-01 12:09:57 +0800 <wMNhyaRVsIOCywu> ΓΙΟΡΤΑΖΟΥΜΕ ΣΗΜΕΡΑ 30 ΝΟΕΜΒΡΙΟΥ, ΗΜΕΡΑ ΜΝΗΜΗΣ ΤΟΥ ΑΓΙΟΥ ΚΑΙ ΑΠΟΣΤΟΛΟΥ ΑΝΔΡΕΑ ΤΟΥ ΠΡΩΤΟΚΛΗΤΟΥ  https://t.co/wcOGLw3wAi
1333610185533906948 2020-12-01 11:13:40 +0800 <wMNhyaRVsIOCywu> Απευθείας ανάθεση 22.000€ από το Μαξίμου σε εταιρεία που ιδρύθηκε 2 μήνες πριν πάρει την ανάθεση και έχει μηδέν υπαλλήλους!  https://t.co/ndZBFwGRJA
1333609540122783746 2020-12-01 11:11:06 +0800 <wMNhyaRVsIOCywu> ΑΝΤΙΜΕΤΩΠΟΣ ΜΕ ΤΗΝ ΣΥΝΤΡΙΒΗ  https://t.co/vvZwZ15WEs
1333607992483323904 2020-12-01 11:04:57 +0800 <wMNhyaRVsIOCywu> Κορνήλιου Ζέλεα Κοντρεάνου: Σαν σήμερα  ο Ηγέτης της Σιδηράς Φρουράς δολοφονήθηκε κυνηγημένος από το αντεθνικό κατεστημένο της Ρουμανίας  https://t.co/mmKEoRS2Eh
1333253073251262466 2020-11-30 11:34:37 +0800 <wMNhyaRVsIOCywu> Η ΠΙΣΤΙΣ ΝΙΚΑ  https://t.co/yQMjx4f1jS μέσω @korina13
1333251937895112706 2020-11-30 11:30:07 +0800 <wMNhyaRVsIOCywu> «ΛΟΓΙΚΗ ΣΥΜΜΑΧΙΑ» ΚΑΙ ΣΤΟ ΒΑΘΟΣ… ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ  https://t.co/OAAWWjXdS3 μέσω @korina13
1333251358775009280 2020-11-30 11:27:49 +0800 <wMNhyaRVsIOCywu> ΑΝΤΙΜΕΤΩΠΟΣ ΜΕ ΤΗΝ ΣΥΝΤΡΙΒΗ  https://t.co/3OSl0f9Fc9 μέσω @korina13
1332881369622601730 2020-11-29 10:57:36 +0800 <wMNhyaRVsIOCywu> ΣΑΝ ΣΗΜΕΡΑ ΦΕΥΓΕΙ ΑΠΟ ΚΟΝΤΑ ΜΑΣ Ο ΦΛΟΓΕΡΟΣ ΠΑΤΡΙΩΤΗΣ ΛΟΡΕΝΤΖΟΣ ΜΑΒΙΛΗΣ  https://t.co/uC5hnbfvDc
1332877930586910725 2020-11-29 10:43:56 +0800 <wMNhyaRVsIOCywu> Τρομοκρατική επίθεση του ISIS απέτρεψαν οι ρωσικές αρχές στην Μόσχα  https://t.co/7Uf8ktPZt5 μέσω @korina13
1332877648213778432 2020-11-29 10:42:49 +0800 <wMNhyaRVsIOCywu> Ξεκινάνε οι διαδικασίες για την ιδιωτικοποίηση της ΛΑΡΚΟ  https://t.co/xJxG8my79G μέσω @korina13
1332645814125146112 2020-11-28 19:21:36 +0800 <wMNhyaRVsIOCywu> Ο ΕΘΝΙΚΙΣΜΟΣ ΜΑΣ ΚΑΙ Ο ΕΛΛΗΝΙΣΜΟΣ ΕΝΑΝΤΙΑ ΣΤΗΝ ΠΑΓΚΟΣΜΙΟΠΟΙΗΣΗ  https://t.co/IwNwsTdtHB μέσω @korina13
1332643871277395969 2020-11-28 19:13:52 +0800 <wMNhyaRVsIOCywu> Ο ΠΟΛΙΤΙΣΤΙΚΟΣ ΜΑΡΞΙΣΜΟΣ ΟΙ ΔΗΛΗΤΗΡΙΩΔΕΙΣ ΡΙΖΕΣ ΤΟΥ (Α’ ΜΕΡΟΣ)  https://t.co/JYLe2uslyI μέσω @korina13
1332637836034576385 2020-11-28 18:49:53 +0800 <wMNhyaRVsIOCywu> Θεσσαλονίκη: Δημιουργούνται καταφύγια αδέσποτων ζώων σε Ωραιόκαστρο, Χαλκηδόνα και Νάουσα  https://t.co/iSXnyksyL2
1332155605855899648 2020-11-27 10:53:41 +0800 <wMNhyaRVsIOCywu> Ταγματάρχης Ιωάννης Βελισσαρίου  https://t.co/LU4gkqiLOj μέσω @korina13
1332154352098742273 2020-11-27 10:48:42 +0800 <wMNhyaRVsIOCywu> ΑΛΗΘΕΙΑ, ΕΧΕΙ ΣΧΕΣΗ Η “BLACK FRIDAY” ΜΕ ΤΟ… ΤΙΜΗΜΕΝΟ ΚΟΥΚΟΥΕ; ΚΙ ΟΜΩΣ ΕΧΕΙ!  https://t.co/CMyVr7r5YC μέσω @korina13
1332153862069874688 2020-11-27 10:46:45 +0800 <wMNhyaRVsIOCywu> 26 Νοεμβρίου 1943, εκτέλεση 118 Σπαρτιατών και ο ρόλος του ελας  https://t.co/bjp3GLgmWc μέσω @korina13
1332153321738604549 2020-11-27 10:44:36 +0800 <wMNhyaRVsIOCywu> ΑΠΟΡΡΗΤΗ ΕΚΘΕΣΗ ΕΛΑΣ: 25% ΤΩΝ ΚΑΤΟΙΚΩΝ ΤΗΣ ΑΘΗΝΑΣ ΕΙΝΑΙ ΜΕΤΑΝΑΣΤΕΣ – ΜΕΙΩΝΕΤΑΙ Η ΑΝΟΧΗ ΤΩΝ ΕΛΛΗΝΩΝ!  https://t.co/NYnYrgz0Se μέσω @korina13
1331943440930713601 2020-11-26 20:50:37 +0800 <wMNhyaRVsIOCywu> ΤΟ ΚΡΑΤΟΣ ΣΤΗΝ ΥΠΗΡΕΣΙΑ ΤΟΥ ΕΘΝΟΥΣ  https://t.co/uCKXqpuSet μέσω @korina13
1331891394827464705 2020-11-26 17:23:48 +0800 <wMNhyaRVsIOCywu> Εναλλασσόμενη Βασιλευόμενη Δημοκρατία  https://t.co/lgueh21Eoi
1331890676796014593 2020-11-26 17:20:57 +0800 <wMNhyaRVsIOCywu> Η δικτατορία των διεφθαρμένων και ο βρώμικος πόλεμος κατά της Χρυσής Αυγής  https://t.co/qdp7pempKb
1331889592761540609 2020-11-26 17:16:38 +0800 <wMNhyaRVsIOCywu> Στοχοποίηση του Καστελόριζου από τον τούρκο υπουργό αμύνης Ακάρ  https://t.co/N1D6DxroY0
1331889183724593153 2020-11-26 17:15:01 +0800 <wMNhyaRVsIOCywu> Άγνωστες μορφές του Ελληνισμού: Μέμνων  https://t.co/CdXM9dzYZ5
1331888496810881024 2020-11-26 17:12:17 +0800 <wMNhyaRVsIOCywu> “Ζήσε τη ζωή σου”: το σύνθημα μιας αυτοκαταστροφικής πλάνης  https://t.co/AAZj2cLGvz
1331887562189889536 2020-11-26 17:08:34 +0800 <wMNhyaRVsIOCywu> “ΦΡΟΥΡΙΟ ΕΛΛΑΣ” η μόνη λύση – Παλαιό Άρθρο του Ν.Γ. Μιχαλολιάκου  https://t.co/muUCyW294B
1331510571787804673 2020-11-25 16:10:33 +0800 <wMNhyaRVsIOCywu> Άγνωστες μορφές του Ελληνισμού: Αικατερίνη Παλαιολογίνα -  https://t.co/j3DIn3lPaL  https://t.co/cafKUrjc9D
1331509929660837889 2020-11-25 16:08:00 +0800 <wMNhyaRVsIOCywu> Ο «Μόσκοβος» της Ελλάδος είναι το ντουφέκι! -  https://t.co/j3DIn3lPaL  https://t.co/eFQeW41XNY
1331509253362888705 2020-11-25 16:05:18 +0800 <wMNhyaRVsIOCywu> Γιατί δεν πρόκειται ποτέ να ενωθεί ο λεγόμενος "πατριωτικός χώρος"; -  https://t.co/j3DIn3lPaL  https://t.co/D4wVlpXLul
1331508436111138817 2020-11-25 16:02:04 +0800 <wMNhyaRVsIOCywu> Εναλλασσόμενη Βασιλευόμενη Δημοκρατία -  https://t.co/j3DIn3lPaL  https://t.co/FKp3j4R0qx
1331507704385376257 2020-11-25 15:59:09 +0800 <wMNhyaRVsIOCywu> “ΦΡΟΥΡΙΟ ΕΛΛΑΣ” η μόνη λύση – Παλαιό Άρθρο του Ν.Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/24yuFdV32F
1331182250843664385 2020-11-24 18:25:55 +0800 <wMNhyaRVsIOCywu> Πέτσας: μη ρεαλιστική η άρση του lockdown την 1η Δεκεμβρίου  https://t.co/3xdam43GFU μέσω @korina13
1331140164303904769 2020-11-24 15:38:41 +0800 <wMNhyaRVsIOCywu> Πέρα και ενάντια στην οικονομία – Παλαιό Άρθρο του Ν.Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/4tjqxeg9dv
1331138735166156800 2020-11-24 15:33:00 +0800 <wMNhyaRVsIOCywu> Άγνωστες μορφές του Ελληνισμού: Αντίδωρος ο Λήμνιος -  https://t.co/j3DIn3lPaL  https://t.co/6NUS1hgg3A
1331136962670039040 2020-11-24 15:25:57 +0800 <wMNhyaRVsIOCywu> Ναρκωτικά: Το αδύναμο σώμα δεν μάχεται, το αδύναμο μυαλό δεν σκέφτεται -  https://t.co/j3DIn3lPaL  https://t.co/viFue7wHLR
1331132292341886976 2020-11-24 15:07:24 +0800 <wMNhyaRVsIOCywu> Στην Σλοβακία το Κομμουνιστικό κόμμα χαρακτηρίσθηκε ως Εγκληματική Οργάνωση και τίθεται εκτός νόμου από την 1η Δεκεμβρίου 2020 -  https://t.co/j3DIn3lPaL  https://t.co/Agz5hnws3t
1331131523882504192 2020-11-24 15:04:21 +0800 <wMNhyaRVsIOCywu> Προφητική ομιλία Ν. Μιχαλολιάκου 1 μήνα πριν την φυλάκιση: Ο Αγώνας της ...  https://t.co/Vm9tgeTm3W μέσω @YouTube
1330855282709307393 2020-11-23 20:46:40 +0800 <wMNhyaRVsIOCywu> 22 ΝΟΕΜΒΡΙΟΥ 1940: "ΣΤΟ ΒΑΘΟΣ ΜΑΚΡΙΑ, ΠΡΟΒΑΛΕΙ Η ΚΟΡΥΤΣΑ...!"  https://t.co/3sv1BDZvV2 μέσω @wordpressdotcom
1330849896321179652 2020-11-23 20:25:15 +0800 <wMNhyaRVsIOCywu> Ας μιλήσουμε για “πατριωτισμό” – Άρθρο του Ν.Γ. Μιχαλολιάκου -  https://t.co/j3DIn3lPaL  https://t.co/iEvfbsjFFn
1330848558162059265 2020-11-23 20:19:56 +0800 <wMNhyaRVsIOCywu> ΘΕΛΟΥΜΕ ΜΙΑ ΔΙΚΑΙΗ ΔΙΚΗ ΚΑΙ ΟΧΙ ΕΝΑ ΠΟΛΙΤΙΚΟ ΠΑΝΗΓΥΡΙ -  https://t.co/j3DIn3lPaL  https://t.co/afatrtShu6
1330847843070980097 2020-11-23 20:17:06 +0800 <wMNhyaRVsIOCywu> Πέτσας: μη ρεαλιστική η άρση του lockdown την 1η Δεκεμβρίου -  https://t.co/j3DIn3lPaL  https://t.co/O814GbKvfY
