1344032819283075072 2020-12-30 05:29:29 +0800 <albertan48> Kelly Loeffler's conflict of interest is even worse than reported.  https://t.co/m5ULCoy1rY via @MotherJones
1338641875125727234 2020-12-15 08:27:48 +0800 <albertan48> Denmark’s Vertical Farm - Produces 1K Tons of Greens a Year | IE  https://t.co/JSQUiiIV0b
1338345612387917826 2020-12-14 12:50:33 +0800 <albertan48> Pacquiao to roll out payment platform 'PacPay' in 2021 | ABS-CBN News  https://t.co/7m8ixDnCAo
1338313402771361795 2020-12-14 10:42:34 +0800 <albertan48> NBC News reporter explains what info Russia could have obtained from US government hack – Raw Story  https://t.co/CMMhcrmvzd
1338289011576598529 2020-12-14 09:05:39 +0800 <albertan48> COVID deaths highest in US in rural Republican-leaning Kansas county  https://t.co/SIvrV9B4MH
1338284876164820992 2020-12-14 08:49:13 +0800 <albertan48> TRUMP - Scott Stedman @ScottMStedman The Trump decision to not accept the testing kits from the World Health Organization in early February after 60 countries had done so will prove to be a deadly mistake on an order of magnitude that we probably can’t even imagine.
1338284538280042496 2020-12-14 08:47:52 +0800 <albertan48> TRUMP - Google Docs  https://t.co/Ktr19MM71o
1338239470005440513 2020-12-14 05:48:47 +0800 <albertan48> (4) 'Covid, covid covid' - Trump says opponents are using the pandemic to make him look bad | Campaign 2 - YouTube  https://t.co/7SUi0rPEry
1338238940860407809 2020-12-14 05:46:41 +0800 <albertan48> Trump Predicted ‘Covid, Covid, Covid’ Would End After The Election. It's Worse Than Ever  https://t.co/sZ8wleeaT2
1338186956409171968 2020-12-14 02:20:07 +0800 <albertan48> These Mechanics Make a Car Run On Magnets | IE  https://t.co/sPz3LoDiPM
1338174507555508224 2020-12-14 01:30:39 +0800 <albertan48> Exclusive: How a suspected Chinese spy gained access to California politics  https://t.co/fygcdyC1Ry
1338173474028720128 2020-12-14 01:26:32 +0800 <albertan48> Everything you need to know about the Pfizer/BioNTech covid-19 vaccine | New Scientist  https://t.co/YHZ2SZiiSf
1338173175406841856 2020-12-14 01:25:21 +0800 <albertan48> The Milky Way's black hole burped out two colossal X-ray bubbles | New Scientist  https://t.co/kj8WVVPOXf
1338170875632238598 2020-12-14 01:16:13 +0800 <albertan48> How Discord (somewhat accidentally) invented the future of the internet  https://t.co/w8E26ymoeR
1338170146012110848 2020-12-14 01:13:19 +0800 <albertan48> Facebook hit with two antitrust lawsuits  https://t.co/VBzE1ysgOo
1338169404710768644 2020-12-14 01:10:22 +0800 <albertan48> Health Canada approves Pfizer-BioNTech COVID-19 vaccine | CBC News  https://t.co/3FhYhlDQiW
1338168649035567104 2020-12-14 01:07:22 +0800 <albertan48> How to Export Your Google Drive Files  https://t.co/6HUZMO92cr
1337958666503221249 2020-12-13 11:12:58 +0800 <albertan48> Joe Biden knew what he was doing  https://t.co/zH8x5Z0SyD via @PalmerReport
1337954178518319104 2020-12-13 10:55:08 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book  https://t.co/RX0PPwcslU via @YouTube
1337750315483840514 2020-12-12 21:25:04 +0800 <albertan48> The Ultimate Guide To Celebrate Your Customers - Heidi Cohen  https://t.co/7W7oS0wWSc
1337741658822041600 2020-12-12 20:50:40 +0800 <albertan48> Sen. David Perdue Sold His Home to a Finance Industry Official Whose Organization Was Lobbying the Senate — ProPublica  https://t.co/rrxiiHlcrg
1337739853132263431 2020-12-12 20:43:29 +0800 <albertan48> After Tyee Report, Health Canada Removes Barrier to Psilocybin Therapy | The Tyee  https://t.co/Vj0yPRgM2Y
1337739540484657153 2020-12-12 20:42:15 +0800 <albertan48> Threatened by Coal, Ranchers Take the Kenney Government to Court | The Tyee  https://t.co/zMTgiSCr58
1337739381126299651 2020-12-12 20:41:37 +0800 <albertan48> The Australian Invasion: Big Coal’s Plans for Alberta | The Tyee  https://t.co/SGxFJnCQIS
1337737603068514305 2020-12-12 20:34:33 +0800 <albertan48> Andrew Nikiforuk Named ‘Commentator of the Year’ for Tyee Work | The Tyee  https://t.co/U7ENQOCLdS
1337729618841780224 2020-12-12 20:02:49 +0800 <albertan48> 1440 Daily Digest: News, sports, entertainment &amp; culture  https://t.co/QkKsNLNPNl
1337729306026336259 2020-12-12 20:01:35 +0800 <albertan48> What are the ingredients of Pfizer’s covid-19 vaccine? | MIT Technology Review  https://t.co/UlviR3WTR4
1337728830979538945 2020-12-12 19:59:41 +0800 <albertan48> An easy sourdough bread starter and loaf recipe to help keep warm with this winter - Vox  https://t.co/CWbgMFMKAh
1337633379819253761 2020-12-12 13:40:24 +0800 <albertan48> Latest Polls Of The Georgia Senate Runoff Elections | FiveThirtyEight  https://t.co/OyhdKGoyru
1337579353849307140 2020-12-12 10:05:43 +0800 <albertan48> A Year Later, We Still Don’t Really Know Where COVID-19 Originated  via @TheTyee  https://t.co/MCkV75owJy
1337578856371273728 2020-12-12 10:03:45 +0800 <albertan48> Investigating Misinformation Amid a Pandemic by @mozilla  https://t.co/HEopULKAd2
1337578174582943744 2020-12-12 10:01:02 +0800 <albertan48> Covid: Genes hold clues to why some people get severely ill - BBC News  https://t.co/JooN8pGd72
1337577858999304193 2020-12-12 09:59:47 +0800 <albertan48> Pfizer/BioNTech vaccine docs hacked from European Medicines Agency - BBC News  https://t.co/pKL8mHQsXi
1337577324053549057 2020-12-12 09:57:39 +0800 <albertan48> How our data encodes systematic racism | MIT Technology Review  https://t.co/lscHVKjHn8
1337576927557664768 2020-12-12 09:56:05 +0800 <albertan48> Contact tracing apps promised big and didn’t deliver  https://t.co/Ps2tdR5YQE via @Verge
1337576532131246080 2020-12-12 09:54:30 +0800 <albertan48> YouTube will now remove videos disputing Joe Biden’s election victory  https://t.co/oeXstXjinN via @Verge
1337572849393889281 2020-12-12 09:39:52 +0800 <albertan48> Apple and Google to Stop X-Mode From Collecting Location Data From Users’ Phones - WSJ  https://t.co/BBV6oBklMz
1337571887925227521 2020-12-12 09:36:03 +0800 <albertan48> The COVID-19 vaccine rollout plans for every province and territory  https://t.co/YFGPP0pmti
1337571447389134848 2020-12-12 09:34:18 +0800 <albertan48> The COVID-19 Vaccine Priority Rollout Means A Lot Us Have To Be Patient | HuffPost Canada  https://t.co/mefW8nwQbV
1337570752313188352 2020-12-12 09:31:32 +0800 <albertan48> The federal carbon tax is set to hit $170 a tonne by 2030.  https://t.co/1nGnfBeH1t
1337562116245450754 2020-12-12 08:57:13 +0800 <albertan48> Trump's legal battles: How six cases may play out - BBC News  https://t.co/s2YvVBYA1N
1337556837890060288 2020-12-12 08:36:15 +0800 <albertan48> It's over: SCOTUS just rejected Donald Trump's Texas election case - Palmer Report  https://t.co/JdXkoonVLy
1337462820728795141 2020-12-12 02:22:39 +0800 <albertan48> 'Covid, covid covid' - Trump says opponents are using the pandemic to make him look bad | Campaign 2 - YouTube  https://t.co/7SUi0rPEry
1337410321351249920 2020-12-11 22:54:03 +0800 <albertan48> Trump Predicted ‘Covid, Covid, Covid’ Would End After The Election. It's Worse Than Ever  https://t.co/oyeVsu18tL
1337409768076414977 2020-12-11 22:51:51 +0800 <albertan48> Trump Predicted ‘Covid, Covid, Covid’ Would End After The Election. It's Worse Than Ever via @forbes  https://t.co/oKZVt6Hm5N
1337293165259149312 2020-12-11 15:08:30 +0800 <albertan48> Trump's SCOTUS stunt 'all theater to keep the fundraising going': Rep. Raskin  https://t.co/YtpNn0SffB
1337256152288018434 2020-12-11 12:41:26 +0800 <albertan48> Texas AG Ken Paxton, ringleader behind Donald Trump's election suit, subpoenaed by FBI - Palmer Report  https://t.co/wQfivS2RT9
1337254370413432832 2020-12-11 12:34:21 +0800 <albertan48> Lawrence O’Donnell breaks down the 22-words that explain everything Republicans are doing – Raw Story  https://t.co/EPF8cWMLT1
1337247446166999040 2020-12-11 12:06:50 +0800 <albertan48> Texas AG hit by FBI subpoena as he tries to overturn the 2020 presidential election: report – Raw Story  https://t.co/YTAfkk4nj5
1337139798142697472 2020-12-11 04:59:05 +0800 <albertan48> Will Donald Trump flee the country? - Palmer Report  https://t.co/4k6XMXEUMN
1337139588075155457 2020-12-11 04:58:15 +0800 <albertan48> Trump's legal battles: How six cases may play out - BBC News  https://t.co/s2YvVBYA1N
1337103826218717185 2020-12-11 02:36:09 +0800 <albertan48> Nominees and Appointees | President-Elect Joe Biden  https://t.co/gslXDp6ehy
1337078631923793921 2020-12-11 00:56:02 +0800 <albertan48> COVID update: Pfizer vaccine under FDA review; US deaths hit record  https://t.co/JhjOPrzw7A
1337077801778782208 2020-12-11 00:52:44 +0800 <albertan48> Trump Predicted ‘Covid, Covid, Covid’ Would End After The Election. It's Worse Than Ever  https://t.co/UaiCDKijfF
1337077515391705088 2020-12-11 00:51:36 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book - YouTube  https://t.co/jWFjLNdDQX
1337074893934874625 2020-12-11 00:41:11 +0800 <albertan48> Gov. Baker, Now Is Not The Time For Incrementalism | Cognoscenti  https://t.co/BORxaTSpFU
1337074117187538945 2020-12-11 00:38:05 +0800 <albertan48> Trump's Nobel Nonsense -  https://t.co/lFXHfuEDyl  https://t.co/VPOBihHlYa
1337048158338228224 2020-12-10 22:54:56 +0800 <albertan48>  https://t.co/RnJAZX4fxP  https://t.co/RnJAZX4fxP
1336942434677190656 2020-12-10 15:54:50 +0800 <albertan48> Ron DeSantis in hot water after warrant to raid Florida scientist's home turns out to be fraudulent - Palmer Report  https://t.co/U58D0zq4hj
1336941189434585089 2020-12-10 15:49:53 +0800 <albertan48> Pentagon plans to cut most of its support to CIA's counterterrorism missions - ABC News  https://t.co/7pIcC9GptH
1336905067799085057 2020-12-10 13:26:21 +0800 <albertan48> Pocket - Report: U.S. Intelligence Officials Warned About Coronavirus In Wuhan In Late November  https://t.co/PVZyD6IzSr
1336838764438511618 2020-12-10 09:02:53 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book - YouTube  https://t.co/jWFjLNdDQX
1336836194341011457 2020-12-10 08:52:40 +0800 <albertan48> A Forbes journalist just exposed Jared Kushner's Qatar business ties. Congress is investigating by The Dworkin Report • A podcast on Anchor  https://t.co/QYtgL7HcjV
1336829814670458880 2020-12-10 08:27:19 +0800 <albertan48> Providing police with military gear does not reduce crime or protect officers: Studies - ABC News  https://t.co/br8DUvfepc
1336827540648808451 2020-12-10 08:18:17 +0800 <albertan48> All 50 states certify election results: Joe Biden wins with 306 electoral votes - Palmer Report  https://t.co/yB0dBGv8wH
1336781766019801088 2020-12-10 05:16:23 +0800 <albertan48> TRUMP -Scott Stedman @ScottMStedman The Trump decision to not accept the testing kits from the World Health Organization in early February after 60 countries had done so will prove to be a deadly mistake on an order of magnitude that we probably can’t even imagine.
1336699757830389762 2020-12-09 23:50:31 +0800 <albertan48> Donald Trump's final botch job - Palmer Report  https://t.co/3dBXJ3GUBn
1336698126380408834 2020-12-09 23:44:02 +0800 <albertan48> Key Medical Supplies Exported From U.S. to Foreign Buyers  https://t.co/Bdi8jzGj5q
1336696855715934208 2020-12-09 23:38:59 +0800 <albertan48> Taxpayers Paid Millions to Design a Low-Cost Ventilator for a Pandemic. Instead, the Company Is Selling Versions of It Overseas. — ProPublica  https://t.co/EOfHBF2opQ
1336696439204823041 2020-12-09 23:37:20 +0800 <albertan48> The White House Paid Up to $500 Million Too Much for These Ventilators, Congressional Investigators Say — ProPublica  https://t.co/wFvYesCL1H
1336562194264125445 2020-12-09 14:43:53 +0800 <albertan48> Donald Trump has been stunned into silence - Palmer Report  https://t.co/DzT6aA4Uyz
1336365207044571136 2020-12-09 01:41:08 +0800 <albertan48> Impatient with Red Tape, Vancouver Builder Makes a Tiny Home Prototype | The Tyee  https://t.co/5zzUoe461P
1336364932040851457 2020-12-09 01:40:02 +0800 <albertan48> Time for Classroom Masks, Say BC’s Teachers | The Tyee  https://t.co/4g6CgYOPqo
1336364591761125377 2020-12-09 01:38:41 +0800 <albertan48> Cleaners Are on LNG Canada’s Frontlines. They’re Scared | The Tyee  https://t.co/KaCXnafbih
1336363607790026752 2020-12-09 01:34:47 +0800 <albertan48> Trump-loving protesters who terrorized Michigan secretary of state linked to county GOP group – Raw Story  https://t.co/LjMc27nNXF
1336362839615762432 2020-12-09 01:31:44 +0800 <albertan48> Who Is Joe diGenova, The Trump Lawyer Who Called For Chris Krebs’ Execution?  https://t.co/iowpoiGDPB
1336362153779982337 2020-12-09 01:29:00 +0800 <albertan48> 'Pernicious Conspiracy': Chris Krebs Sues Trump Attorney Joe diGenova Who Called for His Execution – Report  https://t.co/orDwxIIKBw
1336361263815749633 2020-12-09 01:25:28 +0800 <albertan48> Michigan Dem Attacked With Obscene, Racist Call for Her Lynching – Republican Criticizes Lawmaker for Lack of 'Compassion'  https://t.co/OPiI1e5yqN
1336361178059005952 2020-12-09 01:25:07 +0800 <albertan48> New Civil Rights (@newcivilrights) / Twitter  https://t.co/RulEaEtbKM
1336340787525652484 2020-12-09 00:04:06 +0800 <albertan48> United States Coronavirus: 15,383,380 Cases and 291,016 Deaths - Worldometer  https://t.co/8HdIx08WiX
1336339991065083907 2020-12-09 00:00:56 +0800 <albertan48> TRUMP  Scott Stedman @ScottMStedman The Trump decision to not accept the testing kits from the World Health Organization in early February after 60 countries had done so will prove to be a deadly mistake on an order of magnitude that we probably can’t even imagine.
1336335411237380097 2020-12-08 23:42:44 +0800 <albertan48> BC Officially Closes the Door on In-Person Holiday Celebrations  via @TheTyee  https://t.co/QaRpJVCrTe
1336334550268407815 2020-12-08 23:39:19 +0800 <albertan48> China plants its flag on the moon with Chang'e 5 lunar lander (photo, video)  https://t.co/w5bfXJQ1ot
1336334394533953536 2020-12-08 23:38:42 +0800 <albertan48> China On the Moon! A History of Chinese Lunar Missions in Pictures  https://t.co/emSUUkSYMe
1336174388635308033 2020-12-08 13:02:53 +0800 <albertan48> United States Coronavirus: 15,369,046 Cases and 290,443 Deaths - Worldometer  https://t.co/8HdIx08WiX
1336147696466370560 2020-12-08 11:16:49 +0800 <albertan48> Donald Trump's officials TURNED DOWN offer of more doses of Pfizer's vaccine | Daily Mail Online  https://t.co/9cO9ds6E3c
1335970625320439808 2020-12-07 23:33:12 +0800 <albertan48> TRUMP - @ScottMStedman The Trump decision to not accept the testing kits from the World Health Organization in early February after 60 countries had done so will prove to be a deadly mistake on an order of magnitude that we probably can’t even imagine.
1335964711267885056 2020-12-07 23:09:42 +0800 <albertan48> Kobach and Trump's Spectacular Voter Fraud Failure - Rolling Stone  https://t.co/R8cubV8u7A
1335757285994328064 2020-12-07 09:25:28 +0800 <albertan48> Kelly Loeffler goes off the deep end in debate with Raphael Warnock - Palmer Report  https://t.co/pugcRI9aGb
1335751957760323585 2020-12-07 09:04:18 +0800 <albertan48> ABC Host Slaps Down GOP Senator's Fraud Claim: 'Why Can't You Accept The Results?' | HuffPost Canada  https://t.co/B5C5UwbbV3
1335687843163688961 2020-12-07 04:49:32 +0800 <albertan48> TRUMP  @ScottMStedman The Trump decision to not accept the testing kits from the World Health Organization in early February after 60 countries had done so will prove to be a deadly mistake on an order of magnitude that we probably can’t even imagine.
1335687039908368384 2020-12-07 04:46:20 +0800 <albertan48> Trump knew coronavirus was 'deadly', downplayed it: Woodward book - YouTube  https://t.co/jWFjLNdDQX
1335683914023665664 2020-12-07 04:33:55 +0800 <albertan48> Giuliani has tested positive for coronavirus, Trump says | TheHill  https://t.co/0ijmSP8YBn
1335683541988909056 2020-12-07 04:32:26 +0800 <albertan48> Democrats bet Perdue's stock trades can sway runoff | TheHill  https://t.co/hviI7CRRlh
1335679998951215104 2020-12-07 04:18:22 +0800 <albertan48> American Family Survival  https://t.co/7eUmt8n2tG
1335633932285513728 2020-12-07 01:15:18 +0800 <albertan48> National Association of Manufacturers | DeSmog  https://t.co/NXMrU8epaM
1335633551820169219 2020-12-07 01:13:48 +0800 <albertan48> Global Warming Disinformation Database | DeSmog  https://t.co/dTUcFdY40D
1335633356948602880 2020-12-07 01:13:01 +0800 <albertan48> Koch Network Database | DeSmog  https://t.co/DaRmEmuTaD
1335452332285280257 2020-12-06 13:13:42 +0800 <albertan48> The man who took on the Irving Oil refinery and won - The Narwhal  https://t.co/XB7Sum3dBD
1335452010166976514 2020-12-06 13:12:25 +0800 <albertan48> Why the Heiltsuk Nation wants to establish its own oil spill response centre - The Narwhal  https://t.co/XzU49ofvR8
